Date,Market,Component,Delmo,Segment,Price
20170524,PJM,WESTRT,20180101,pkPrice,44.747032
20170524,PJM,WESTRT,20180101,opPrice,34.0937169
20170525,PJM,WESTRT,20180101,pkPrice,44.478994
20170525,PJM,WESTRT,20180101,opPrice,33.9173709
20170526,PJM,WESTRT,20180101,pkPrice,44.529023
20170526,PJM,WESTRT,20180101,opPrice,33.9679356
20170529,PJM,WESTRT,20180101,pkPrice,44.529023
20170529,PJM,WESTRT,20180101,opPrice,33.9679356
20170530,PJM,WESTRT,20180101,pkPrice,43.554603
20170530,PJM,WESTRT,20180101,opPrice,33.3374537
20170531,PJM,WESTRT,20180101,pkPrice,43.7442
20170531,PJM,WESTRT,20180101,opPrice,34.4678993
20170601,PJM,WESTRT,20180101,pkPrice,43.458615
20170601,PJM,WESTRT,20180101,opPrice,33.2361708
20170602,PJM,WESTRT,20180101,pkPrice,43.630742
20170602,PJM,WESTRT,20180101,opPrice,33.1858844
20170605,PJM,WESTRT,20180101,pkPrice,43.802844
20170605,PJM,WESTRT,20180101,opPrice,33.2112375
20170606,PJM,WESTRT,20180101,pkPrice,43.997626
20170606,PJM,WESTRT,20180101,opPrice,33.2239835
20170607,PJM,WESTRT,20180101,pkPrice,44.29489
20170607,PJM,WESTRT,20180101,opPrice,34.6771562
20170608,PJM,WESTRT,20180101,pkPrice,44.662467
20170608,PJM,WESTRT,20180101,opPrice,35.2200609
20170609,PJM,WESTRT,20180101,pkPrice,44.700278
20170609,PJM,WESTRT,20180101,opPrice,35.2075972
20170612,PJM,WESTRT,20180101,pkPrice,44.297812
20170612,PJM,WESTRT,20180101,opPrice,35.0312453
20170613,PJM,WESTRT,20180101,pkPrice,43.9553
20170613,PJM,WESTRT,20180101,opPrice,34.8649998
20170614,PJM,WESTRT,20180101,pkPrice,43.774217
20170614,PJM,WESTRT,20180101,opPrice,34.0540303
20170615,PJM,WESTRT,20180101,pkPrice,44.288963
20170615,PJM,WESTRT,20180101,opPrice,34.7986579
20170616,PJM,WESTRT,20180101,pkPrice,44.229058
20170616,PJM,WESTRT,20180101,opPrice,34.6979454
20170619,PJM,WESTRT,20180101,pkPrice,43.643837
20170619,PJM,WESTRT,20180101,opPrice,34.2568426
20170620,PJM,WESTRT,20180101,pkPrice,43.376188
20170620,PJM,WESTRT,20180101,opPrice,34.3711264
20170621,PJM,WESTRT,20180101,pkPrice,43.267368
20170621,PJM,WESTRT,20180101,opPrice,34.4462337
20170622,PJM,WESTRT,20180101,pkPrice,43.10966
20170622,PJM,WESTRT,20180101,opPrice,34.3707338
20170623,PJM,WESTRT,20180101,pkPrice,43.196303
20170623,PJM,WESTRT,20180101,opPrice,34.2700185
20170626,PJM,WESTRT,20180101,pkPrice,43.441729
20170626,PJM,WESTRT,20180101,opPrice,34.3836272
20170627,PJM,WESTRT,20180101,pkPrice,43.137362
20170627,PJM,WESTRT,20180101,opPrice,34.2198745
20170628,PJM,WESTRT,20180101,pkPrice,43.064551
20170628,PJM,WESTRT,20180101,opPrice,34.1569802
20170629,PJM,WESTRT,20180101,pkPrice,42.8579
20170629,PJM,WESTRT,20180101,opPrice,33.8790997
20170630,PJM,WESTRT,20180101,pkPrice,42.7602
20170630,PJM,WESTRT,20180101,opPrice,33.8384995
20170703,PJM,WESTRT,20180101,pkPrice,44.64
20170703,PJM,WESTRT,20180101,opPrice,34.7599998
20170704,PJM,WESTRT,20180101,pkPrice,44.64
20170704,PJM,WESTRT,20180101,opPrice,34.7599998
20170705,PJM,WESTRT,20180101,pkPrice,43.915393
20170705,PJM,WESTRT,20180101,opPrice,34.0863725
20170706,PJM,WESTRT,20180101,pkPrice,43.609419
20170706,PJM,WESTRT,20180101,opPrice,34.1268263
20170707,PJM,WESTRT,20180101,pkPrice,43.392759
20170707,PJM,WESTRT,20180101,opPrice,33.9224399
20170710,PJM,WESTRT,20180101,pkPrice,43.521294
20170710,PJM,WESTRT,20180101,opPrice,34.0273391
20170711,PJM,WESTRT,20180101,pkPrice,43.688111
20170711,PJM,WESTRT,20180101,opPrice,34.2102764
20170712,PJM,WESTRT,20180101,pkPrice,43.151181
20170712,PJM,WESTRT,20180101,opPrice,33.4251867
20170713,PJM,WESTRT,20180101,pkPrice,42.857926
20170713,PJM,WESTRT,20180101,opPrice,32.9751485
20170714,PJM,WESTRT,20180101,pkPrice,42.475949
20170714,PJM,WESTRT,20180101,opPrice,32.6159936
20170717,PJM,WESTRT,20180101,pkPrice,42.425764
20170717,PJM,WESTRT,20180101,opPrice,32.4114977
20170718,PJM,WESTRT,20180101,pkPrice,42.822931
20170718,PJM,WESTRT,20180101,opPrice,32.5299713
20170719,PJM,WESTRT,20180101,pkPrice,42.823827
20170719,PJM,WESTRT,20180101,opPrice,32.5317392
20170720,PJM,WESTRT,20180101,pkPrice,42.684335
